title,author,genre,level,number_in,number_out,available
Magnus Chase and the Gods of Asgard: The Sword of Summer (Book 1),Rick Riordan,Adventure,,1,0,TRUE
Malcolm X: By Any Means Necessary,Walter Dean Myers,Biography,W,1,0,TRUE
Maniac Magee,Jerry Spinelli,Realistic Fiction,W,6,0,TRUE
"Marie Antoinette, Serial Killer",Katie Alender,Historical Fiction,Z,1,0,TRUE
Marvin Redpost: Alone in His Teacher's House (Book 4),Louis Sachar,Humor,L,1,0,TRUE
Marvin Redpost: Is He a Girl? (Book 3),Louis Sachar,Humor,M,1,0,TRUE
Matilda,Roald Dahl,Fantasy/Humor,S,1,0,TRUE
May I Bring a Friend?,Beatrice Schenk De Regniers,Learning to Read,I,1,0,TRUE
Me and Earl and the Dying Girl,Jesse Andrews,Realistic Fiction,Z,2,0,TRUE
"Me, Mop, and the Moondance Kid",Walter Dean Myers,Realistic Fiction,S,2,0,TRUE
Melindy's Medal,Georgene Faulkner & John Becker,Adventure,,1,0,TRUE
Messenger,Lois Lowry,Dytopian,V,1,0,TRUE
Miracle's Boys,Jacqueline Woodson,Realistic Fiction,Z,6,0,TRUE
Miss Peregrine's Peculiar Children (Book 1),Ransom Riggs,Fantasy,Z,1,0,TRUE
Miss Peregrine's Peculiar Children: Hollow City (Book 2),Ransom Riggs,Fantasy,Z,3,0,TRUE
Moon Base Alpha: Space Case,Stuart Gibbs,Science Fiction,W,1,0,TRUE
Mouse Tales,Arnold Lobel,Learning to Read,J,1,0,TRUE
Mr. Popper's Penguins,Richard and Floreance Atwater,Fantasy/Classic,Q,1,0,TRUE
Mr. Terupt Falls Again,Rob Buyea,Realistic Fiction,R,1,0,TRUE
Mrs. Frisby and the Rats of Nimh,Robert C. O'Brien,Fantasy,V,1,0,TRUE
Muggie Maggie,Beverly Clearly,Realistic Fiction,O,1,0,TRUE
My Life With the Chimpanzees: The Fascinating Story of the World's Most Celebrated Naturalist,Jane Goodalll,Non-Fiction,W,1,0,TRUE
My Name is America: A Journey to the New World: The Diary of Remember Patience Whipple,Kathryn Lasky,Historical Fiction,UVW,1,0,TRUE
My Name is America: The Journal of Biddy Owens: The Negro Leagues,Walter Dean Myers,Historical Fiction,UVW,1,0,TRUE
My Name is America: The Journal of Douglas Allen Deeds: The Donner Party Expedition,Rodman Philbrick,Historical Fiction,UVW,1,0,TRUE
My Name is America: The Journal of James Edmond Pease: A Civil War Union Soldier,Jim Murphy,Historical Fiction,UVW,1,0,TRUE
My Name is America: The Journal of Otto Peltonen: A Finnish Immigrant,William Durbin,Historical Fiction,UVW,1,0,TRUE
My Name is America: The Journal of Scott Penleton Collins: A World War II Soldier,Walter Dean Myers,Historical Fiction,UVW,1,0,TRUE
My Secret Guide to Paris,Lisa Schroeder,Realistic Fiction,T,1,0,TRUE
My Sister's Keeper,Jody Piccoult,Realistic Fiction,RST,1,0,TRUE
Naomi and Ely's No Kiss List,Rachel Cohn & David Levithan,Realistic Fiction,Z,1,0,TRUE
No Fear Shakespeare: A Midsummer Night's Dream,William Shakespeare,Play,Z,1,0,TRUE
No Fear Shakespeare: Anthony and Cleopatra,William Shakespeare,Play,Z,1,0,TRUE
No Fear Shakespeare: As You Like It,William Shakespeare,Play,Z,1,0,TRUE
No Fear Shakespeare: Henry V,William Shakespeare,Play,Z,1,0,TRUE
No Fear Shakespeare: Julius Caesar,William Shakespeare,Play,Z,1,0,TRUE
No Fear Shakespeare: King Lear,William Shakespeare,Play,Z,1,0,TRUE
No Fear Shakespeare: Macbeth,William Shakespeare,Play,Z,1,0,TRUE
No Fear Shakespeare: Much Ado About Nothing,William Shakespeare,Play,Z,1,0,TRUE
No Fear Shakespeare: Romeo and Juliet,William Shakespeare,Play,Z,1,0,TRUE
No Fear Shakespeare: Sonnets,William Shakespeare,Play,Z,1,0,TRUE
No Fear Shakespeare: The Merchant of Venice,William Shakespeare,Play,Z,1,0,TRUE
No Fear Shakespeare: The Taming of the Shrew,William Shakespeare,Play,Z,1,0,TRUE
No Fear Shakespeare: The Tempest,William Shakespeare,Play,Z,1,0,TRUE
No More Dead Dogs,Gordon Korman,Realistic Fiction/Humor,U,1,0,TRUE
Nobody Was Here: Seventh Grade in the Life of...,Alison Pollet,Realistic Fiction,W,1,0,TRUE
Number the Stars,Lois Lowry,Historical Fiction,U,1,0,TRUE
Oddballs,William Sleator,Realistic Fiction,X,1,0,TRUE
"Oh, the Places He Went: A Story About Dr. Seuss",Maryann N. Weidt,Biography,R,1,0,TRUE
On the Devil's Court,Carol Deuker,Realistic Fiction/Sports,RST,1,0,TRUE
On the Far Side of the Mountain,Jean Craighead George,Adventure,V,1,0,TRUE
One + One = Blue,MJ Auch,Realistic Fiction,UVW,1,0,TRUE
One Came Home,Amy Timberlake,Mystery,T,1,0,TRUE
One Crazy Summer,Rita Williams-Garcia,Historical Fiction,T,1,0,TRUE
Orca: Breathless,Pam Withers,Realistic Fiction,N,1,0,TRUE
Orca: Daredevil Club,Pam Withers,Realistic Fiction,N,1,0,TRUE
Orca: Fastback Beach,Shirlee Smith Matheson,Realistic Fiction,O,1,0,TRUE
Orca: Flower Power,Ann Walsh,Realistic Fiction,R,1,0,TRUE
Orca: Kicker,Michele Martin Bossley,Realistic Fiction,R,1,0,TRUE
Orca: The Shade,K.L.Denman,Realistic Fiction,N,1,0,TRUE
Orca: Who Owns Kelly Paddik?,Beth Goobie,Adventure,N,1,0,TRUE
Out of My Mind,Sharon M. Draper,Realistic Fiction,S,1,0,TRUE
Out of the Dust,Karen Hesse,Historical Fiction,X,1,0,TRUE
"Over Sea, Under Stone",Susan Cooper,Adventure,X,1,0,TRUE
Peeled,Joan Bauer,Realistic Fiction,T,2,0,TRUE
Pendragon: Black Water (Book 5),D.J. MacHale,Fantasy,X,4,0,TRUE
Pendragon: The Lost City of Faar (Book 2),D.J. MacHale,Fantasy,X,4,0,TRUE
Pendragon: The Merchant of Death (Book 1),D.J. MacHale,Fantasy,X,2,0,TRUE
Pendragon: The Never War (Book 3),D.J. MacHale,Fantasy,X,2,0,TRUE
Pendragon: The Reality Bug (Book 4),D.J. MacHale,Fantasy,X,2,0,TRUE
Pendragon: The Rivers of Zadaa (Book 6),D.J. MacHale,Fantasy,X,1,0,TRUE
Percy Jackson and the Olympians: The Last Olympian (Book 5),Rick Riordan,Adventure,S,1,0,TRUE
Percy Jackson and the Olympians: The Lightning Thief (Book 1),Rick Riordan,Adventure,S,6,0,TRUE
"Percy Jackson and the Olympians: The Lightning Thief (Book 1, Graphic Novel)",Rick Riordan,Adventure,S,2,0,TRUE
Percy Jackson and the Olympians: The Sea of Monsters (Book 2),Rick Riordan,Adventure,S,3,0,TRUE
Percy Jackson and the Olympians: The Titan's Curse (Book 3),Rick Riordan,Adventure,S,2,0,TRUE
Persepolis 2: The Story of a Return,Marijane Satrapi,Graphic Novel/Memoir,XYZ,1,0,TRUE
Peter Nimble and His Fantastic Eyes,Jonathan Auxier,Fantasy,,1,0,TRUE
Peter Pan,J.M. Barrie,Classics,X,1,0,TRUE
Pinky and Rex,James Howe,Humor,L,1,0,TRUE
Pippa's Perfect Ponytail,Julie Nickerson,Realistic Fiction,,1,0,TRUE
Pocahontas,Joseph Bruchac,Historical Fiction,Y,1,0,TRUE
Poetry U.S.A.,Paul Molloy (editor),Poetry,,1,0,TRUE
Poop Fountain!,Tom Angleberger,Humor,S,1,0,TRUE
Poppy,Avi,Fantasy,S,1,0,TRUE
Powers,Ursula K. Le Guin,Fantasy,OPQ,1,0,TRUE
Pretty Little Liars,Sara Shepard,Mystery,R,1,0,TRUE
Pride and Prejudice,Jane Austen,Classics,Y,1,0,TRUE
Project Mulberry,Linda Sue Park,Realistic Fiction,S,1,0,TRUE
Racing the Sun,Paul Pitts,Multicultural,T,1,0,TRUE
Ragtime,E.L. Doctorow,Historical Fiction,Z,1,0,TRUE
Ralph S. Mouse,Beverly Clearly,Fantasy,O,3,0,TRUE
Ramona and her Mother,Beverly Clearly,Realistic Fiction,O,1,0,TRUE
"Ramona Quimby, Age 8",Beverly Clearly,Realistic Fiction,O,1,0,TRUE
Ramona the Brave,Beverly Clearly,Realistic Fiction,O,2,0,TRUE
Ramona the Pest,Beverly Clearly,Realistic Fiction,O,1,0,TRUE
Ramona's World,Beverly Clearly,Realistic Fiction,O,1,0,TRUE
Rat Life,Tedd Arnold,Mystery,,1,0,TRUE
Rebel,Willo Davis Roberts,Realistic Fiction,W,1,0,TRUE
Red Thread Sisters,Carol Antoinette Peacock,Realistic Fiction,RST,1,0,TRUE
Redwall,Brian Jacques,Fantasy,RST,1,0,TRUE
Remember Me to Harold Square,Paula Danziger,Realistic Fiction,R,1,0,TRUE
Rescue Josh McGuire,Ben Mikaelsen,Adventure,S,1,0,TRUE
Return to Howliday Inn,James Howe,Mystery,P,1,0,TRUE
Revolution,Deborah Wiles,Historical Fiction,Z,1,0,TRUE
Ribsy,Beverly Clearly,Realistic Fiction,O,1,0,TRUE
Rio Grande Stories,Caroline Meyer,Multicultural,W,1,0,TRUE
Ripper,Stefan Petrucha,Mystery,OPQ,1,0,TRUE
Rissa Bartholomew's Declaration of Independence,Lynda B. Comerford,Realistic Fiction,T,1,0,TRUE
Rocket Boys,"Homer H. Hickam, Jr.",Memoir,Z,2,0,TRUE
"Roll of Thunder, Hear My Cry",Mildred D. Taylor,Historical Fiction,W,1,0,TRUE
Ruby Holler,Sharon Creech,Realistic Fiction,V,1,0,TRUE
Ruby's Slippers,Tricia Rayburn,Realistic Fiction,R,1,0,TRUE
Rules of the Road,Joan Bauer,Realistic Fiction,S,1,0,TRUE
Runaway Ralph,Beverly Clearly,Fantasy,O,2,0,TRUE
Sammy Keyes and the Curse of the Moustache Mary,Wendelin Van Draanen,Mystery/Adventure,T,1,0,TRUE
Scorpion,Walter Dean Myers,Realistic Fiction,Z,2,0,TRUE
Sees Behind Trees,Michael Dorris,Historical Fiction,T,1,0,TRUE
Selection: The Elite (Book 2),Kiera Cass,Fantasy/Romance,Z,1,0,TRUE
Selection: The Selection (Book 1),Kiera Cass,Fantasy/Romance,Z,1,0,TRUE
Sense and Sensibility,Jane Austen,Classics,Z,1,0,TRUE
Shadow,Michael Morpurgo,Adventure,V,1,0,TRUE
Shattered: Stories of Children and War,Jennifer Armstrong (editor),Memoir,Y,1,0,TRUE
Shooter,Walter Dean Myers,Realistic Fiction,S,1,0,TRUE
Shooting Kabul,N.H. Senzai,Multicultural,V,1,0,TRUE
Smiles to Go,Jerry Spinelli,Realistic Fiction,W,2,0,TRUE
So You Want to Be a Wizard,Diane Duane,Fantasy,UVW,1,0,TRUE
Sold,Patricia McCormick,Multicultural,T,1,0,TRUE
Soldier Boy,Brian Burks,Historical Fiction,T,1,0,TRUE
Son,Lois Lowry,Dystopian,Z,2,0,TRUE
Song of the Lioness: Alanna the First Adventure (Book 1),Tamora Pierce,Adventure,U,1,0,TRUE
Spies of Mississippi: The True Story of the Spy Network That Tried to Destroy the Civil Rights Movement,Rick Bowers,Non-Fiction,Z,1,0,TRUE
Spongebob Squarepants: Man Sponge Saves the Day,Sarah Willson,Humor,,1,0,TRUE
Spongebob Squarepants: UFO!,Adam Beechen,Humor,,1,0,TRUE
Stand Tall,Joan Bauer,Realistic Fiction,U,1,0,TRUE
Stanford Wong Flunks Big-Time,Lisa Yee,Realistic Fiction/Sports,S,1,0,TRUE
Stargirl,Jerry Spinelli,Realistic Fiction,V,3,0,TRUE
Strider,Beverly Clearly,Realistic Fiction,R,1,0,TRUE
Stuck In Neutral,Terry Trueman,Mystery,Z,2,0,TRUE
Sugar,Jewel Parker Rhodes,Historical Fiction,W,2,0,TRUE
Superfudge,Judy Blume,Realistic Fiction/Humor,Q,1,0,TRUE
Surprises According to Humphrey,Betty G. Birney,Humor,OPQ,1,0,TRUE
Tales of a Fourth Grade Nothing,Judy Blume,Realistic Fiction/Humor,Q,1,0,TRUE
Tangerine,Edward Bloor,Realistic Fiction/Sports,U,4,0,TRUE
Ten Great Mysteries,Edgar Allen Poe,Mystery/Short Story,Z,1,0,TRUE
Tex,S.E. Hinton,Realistic Fiction,UVW,2,0,TRUE
"That Was Then, This Is Now",S.E. Hinton,Realistic Fiction,UVW,1,0,TRUE
The 39 Clues: In Too Deep (Book 6),Jude Watson,Mystery,V,2,0,TRUE
The Adventures Huckleberry Finn,Mark Twain,Classics,Z,1,0,TRUE
The Autobiography of Malcolm X,Alex Haley,Auto-Biography,Z,1,0,TRUE
The Bar Code Tattoo,Suzanne Weyn,Mystery,Z,1,0,TRUE
The Best Poems Ever: A Collection of Poetry's Greatest Voices,Edric S. Mesmer (editor),Poetry,,1,0,TRUE
The BFG,Roald Dahl,Fantasy/Humor,U,4,0,TRUE
The Body in the Woods,April Henry,Adventure,Z,1,0,TRUE
The Book of Blood: From Legends and Leeches to Vanpires and Veins,HP Newquist,Non-Fiction,X,1,0,TRUE
The Books of Ember: The City of Ember (Book 1),Jeanne Duprau,Fantasy/Dystopian,W,3,0,TRUE
The Books of Ember: The Diamon of Darkhold (Book 4),Jeanne DuPrau,Fantasy/Dystopian,W,2,0,TRUE
The Books of Ember: The People of Sparks (Book 2),Jeanne Duprau,Fantasy/Dystopian,W,3,0,TRUE
The Books of Ember: The Prophet of Yonwood (Book 3),Jeanne DuPrau,Fantasy/Dystopian,W,3,0,TRUE
The Celery Stalks at Midnight,James Howe,Mystery,R,1,0,TRUE
The Chocolate War,Robert Cormler,Realistic Fiction,Z,3,0,TRUE
The Chosen,Chaim Potok,Classics,Z,1,0,TRUE
The Christopher Killer,Alane Ferguson,Mystery,T,1,0,TRUE
The Chronicles of Narnia: Prince Caspian (Book 4),C.S. Lewis,Fantasy,T,3,0,TRUE
The Chronicles of Narnia: The Last Battle (Book 7),C.S. Lewis,Fantasy,T,1,0,TRUE
"The Chronicles of Narnia: The Lion, the Witch, and the Wardrobe (Book 2)",C.S. Lewis,Fantasy,T,13,0,TRUE
The Chronicles of Narnia: The Silver Chair (Book 6),C.S. Lewis,Fantasy,T,2,0,TRUE
The Chronicles of Narnia: The Voyage of the Dawn Treader (Book 5),C.S. Lewis,Fantasy,T,1,0,TRUE
The Cupcake Queen,Heather Hepler,Realistic Fiction,V,1,0,TRUE
The Dark-Thirty: Southern Tales of the Supernatural,Patricia C. McKissack,Historical Fiction,T,1,0,TRUE
The Dead and the Gone,Susan Beth Pfeffer,Science Fiction,,1,0,TRUE
The Dead Gentleman,Matthew Cody,Fantasy,V,1,0,TRUE
The Demonata: BEC (Book 4),Darren Shan,Mystery/Horror,Z,1,0,TRUE
The Desperate Message from Freeman's Island,Rachel Nickerson Luna,Mystery,V,1,0,TRUE
The Diary of a Young Girl,Anne Frank,Memoir,Z,1,0,TRUE
The Divergent Series: Allegiant (Book 3),Veronica Roth,Fantasy/Dystopian,Z,5,0,TRUE
The Divergent Series: Divergent (Book 1),Veronica Roth,Fantasy/Dystopian,Z,3,0,TRUE
The Divergent Series: Insurgent (Book 2),Veronica Roth,Fantasy/Dystopian,Z,5,0,TRUE
The Dogs,Allan Stratton,Mystery,,2,0,TRUE
The Dream Keeper and Other Poems,Langston Hughes,Poetry,,1,0,TRUE
The Fault in Our Stars,John Green,Realistic Fiction,Z,1,0,TRUE
The First Part Last,Angela Johnson,Realistic Fiction,Z,1,0,TRUE
The Five Ancestors: Eagle (Book 5),Jeff Stone,Adventure,R,2,0,TRUE
The Five Ancestors: Mouse (Book 6),Jeff Stone,Adventure,R,1,0,TRUE
The Five Ancestors: Snake (Book 3),Jeff Stone,Adventure,R,1,0,TRUE
The Freedom Writers Diary,The Freedom Writers & Erin Gruwell,Memoir,Z,3,0,TRUE
The Giver,Lois Lowry,Dystopian,Y,3,0,TRUE
The Glory Field,Walter Dean Myers,Historical Ficiton,X,3,0,TRUE
The Goldern Goblet,Eloise Jarvis McGraw,Historical Fiction/Mystery,V,1,0,TRUE
The Greatest Muhammed Ali,Walter Dean Myers,Biography,Z,1,0,TRUE
Heroes of Olympus: The Mark of Athena (Book 4),Rick Riordan,Fantasy,X,1,0,TRUE
The Higher Power of Lucky,Susan Patron,Realistic Fiction,W,1,0,TRUE
The Hollow,Agatha Christie,Mystery,OPQ,1,0,TRUE
The House of the Scorpion,Nancy Farmer,Adventure,Z,1,0,TRUE
The House on Mango Street,Sandra Cisneeros,Short Stories,W,6,0,TRUE
The Inheritance Cycle: Eldest (Book 2),Christopher Paolini,Fantasy,Y,3,0,TRUE
The Inheritance Cycle: Eragon (Book 1),Christopher Paolini,Fantasy,Y,2,0,TRUE
The Inheritance Cycle: Inheritance (Book 4),Christopher Paolini,Fantasy,Y,1,0,TRUE
The Inkheart Trilogy: Inkdeath (Book 3),Cornelia Funke,Fantasy,T,2,0,TRUE
The Inkheart Trilogy: Inkheart (Book 1),Cornelia Funke,Fantasy,T,2,0,TRUE
The Inkheart Trilogy: Inkspell (Book 2),Cornelia Funke,Fantasy,T,4,0,TRUE
The Iron King,Julie Kagawa,Romance/Fantasy,R,1,0,TRUE
The Kane Chroncles: The Throne of Fire (Book 2),Rick Riordan,Fantasy,X,1,0,TRUE
The Kane Chronicles: The Red Pyramid (Book 1),Rick Riordan,Fantasy,X,1,0,TRUE
The Kane Chronicles: The Serpent's Shadow (Book 3),Rick Riordan,Fantasy,X,1,0,TRUE
The Kane Chronicles: The Throne of Fire (Book 2),Rick Riordan,Fantasy,X,4,0,TRUE
The Keys to the Kingdom: Grim Tuesday (Book 2),Garth Nix,Fantasy,T,1,0,TRUE
The Keys to the Kingdom: Sir Thursday (Book 4),Garth Nix,Fantasy,T,1,0,TRUE
The Keys to the Kingdom: Superior Saturday (Book 6),Garth Nix,Fantasy,T,1,0,TRUE
The Land of Stories: The Wishing Spell (Book 1),Chris Colfer,Adventure,W,1,0,TRUE
The Last Dragon Chronicles: Dark Fire (Book 5),Chris D'Lacey,Fantasy,X,1,0,TRUE
The Last Dragon Chronicles: Fire World (Book 6),Chris 'D Lacey,Fantasy,X,1,0,TRUE
The Last Dragon Chronicles: Icefire (Book 2),Chris 'D Lacey,Fantasy,X,2,0,TRUE
The Last Dragon Chronicles: The Fire Ascending (Book 7),Chris D'Lacey,Fantasy,X,1,0,TRUE
The Last Dragon Chronicles: The Fire Eternal (Book 4),Chris D'Lacey,Fantasy,X,1,0,TRUE
The Last Dragon Chronicles: The Fire Within (Book 1),Chris D'Lacey,Fantasy,X,1,0,TRUE
The Lemonade War,Jacqueline Davies,Realistic Fiction/Humor,S,2,0,TRUE
The Line,Teri Hall,Dystopian,V,1,0,TRUE
The Little Pince,Antoine De Saint-Exupery,Classics,X,1,0,TRUE
The Lorien Legacies: I Am Number Four (Book 1),Pittacus Lore,Fantasy,Z,1,0,TRUE
The Lovely Bones,Alice Sebold,Mystery,Z,1,0,TRUE
The Lunar Chronicles: Cinder (Book 1),Marissa Meyer,Fantasy,Z,1,0,TRUE
The Lunar Chronicles: Scarlet (Book 2),Marissa Meyer,Fantasy,Z,1,0,TRUE
The Magic Finger,Roald Dahl,Humor,N,3,0,TRUE
The Matched Trilogy: Matched (Book 1),Ally Conde,Fantasy,Z,1,0,TRUE
The Mazerunner Series: The Death Cure (Book 3),James Dashner,Dystopian,Z,1,0,TRUE
The Mortal Instruments: City of Ashes (Book 2),Cassandra Clare,Fantasy,Z,1,0,TRUE
The Mouse and the Motorcycle,Beverly Clearly,Fantasy,O,3,0,TRUE
The Mouse Rap,Walter Dean Myers,Realistic Fiction,W,3,0,TRUE
The Mummy's Mother,Tony Johnston,Historical Fiction,Q,1,0,TRUE
The Mysterious Affair at Styles,Agatha Christie,Mystery,OPQ,1,0,TRUE
The Mysterious Benedict Society and The Perilous Journey (Book 2),Trenton Lee Stewart,Adventure,V,1,0,TRUE
The Night Tourist,Katherine Marsh,Fantasy,RST,1,0,TRUE
The Opposite of Hallelujah,Anna Jarzab,Realistic Fiction,,1,0,TRUE
The Perilous Road,William O. Steele,Historical Fiction,U,1,0,TRUE
The Phantom Tollbooth,Norton Juster,Fantasy/Classics,W,2,0,TRUE
The Physics of Star Trek,Lawrence M. Krauss,Non-Fiction,Z,1,0,TRUE
The Pigman,Paul Zindel,Realistic Fiction,U,1,0,TRUE
The Prince and the Pauper,Mark Twain,Classics,XYZ,1,0,TRUE
The Puzzling World of Winston Breen,Eric Berlin,Adventure,S,1,0,TRUE
The Red Badge of Courage,Stephen Crane,Classics,LMN,1,0,TRUE
The Red Pony,John Steinbeck,Classics,RST,1,0,TRUE
"The Royal Diaries: Cleopatra VII, Daughter of the Nile",Kristina Gregory,Historical Fiction,UVW,1,0,TRUE
The Royal Treatment,Lindsey Leavitt,Fantasy,U,1,0,TRUE
The School Story,Andrew Clements,Realistic Fiction,R,1,0,TRUE
The Secret Series: The Name of This Book is Secret (Book 1),Pseudonymous Bosch,Adventure,U,2,0,TRUE
The Secrets of Droon: City in the Clouds (Book 4),Tony Abbott,Fantasy,N,2,0,TRUE
The Secrets of Droon: Journey to the Volcano Palace (Book 2),Tony Abbott,Fantasy,N,2,0,TRUE
The Secrets of Droon: The Great Ice Battle (Book 5),Tony Abbott,Fantasy,N,2,0,TRUE
The Secrets of Droon: The Hidden Stairs and the Magic Carpet (Book 1),Tony Abbott,Fantasy,N,2,0,TRUE
The Secrets of Droon: The Sleeping Giant of Goll (Book 6),Tony Abbott,Fantasy,N,1,0,TRUE
The Secrets of Droon: Under the Serpent Sea (Book 12),Tony Abbott,Fantasy,N,1,0,TRUE
The Secrets of the Immortal Nicholas Flamel: The Alchemyst (Book 1),Michael Scott,Fantasy,X,2,0,TRUE
The Secrets of the Immortal Nicholas Flamel: The Magician (Book 2),Michael Scott,Fantasy,X,3,0,TRUE
The Secrets of the Immortal Nicholas Flamel: The Sorceress (Book 3),Michael Scott,Fantasy,X,2,0,TRUE
The Shadow Children Sequence: Among the Betrayed (Book 3),Margaret Peterson Haddix,Science Fiction/Dystopian,Z,1,0,TRUE
The Shiver Series: Linger (Book 3),Maggie Stiefvater,Fantasy,Z,1,0,TRUE
The Slated Trilogy: Fractured (Book 2),Teri Terry,Science Fiction,Z,1,0,TRUE
The SpiderWick Chronicles: The Field Guide (Book 1),Tony Diterlizzi & Holly Black,Fantasy,Y,1,0,TRUE
The Summer of the Swans,Betsy Byars,Adventure,T,1,0,TRUE
The Supernaturalist,Eoin Colfer,Science Fiction,W,1,0,TRUE
The Tail of Emily Windsnap,Liz Kessler,Fantasy,S,1,0,TRUE
The Tale of Despereaux,Kate Dicamillo,Adventure,U,3,0,TRUE
The Terrible Two Get Worse (Book 2),Jory John & Mac Barnett,Humor,LMN,1,0,TRUE
The Thief Lord,Cornelia Funke,Fantasy,V,2,0,TRUE
The Time Warp Trio: 2095 (Book 5),Jon Scieszka,Adventure/Humor,P,3,0,TRUE
"The Time Warp Trio: Hey Kid, Want To Buy A Bridge? (Book 11)",Jon Scieszka,Adventure/Humor,P,1,0,TRUE
The Time Warp Trio: It's All Greek To Me (Book 8),Jon Scieszka,Adventure/Humor,P,3,0,TRUE
The Time Warp Trio: Knights of the Kitchen Table (Book 1),Jon Scieszka,Adventure/Humor,P,1,0,TRUE
The Time Warp Trio: Me Oh Maya (Book 13),Jon Scieszka,Adventure/Humor,P,1,0,TRUE
The Time Warp Trio: Not-So-Jolly Roger (Book 2),Jon Scieszka,Adventure/Humor,P,2,0,TRUE
The Time Warp Trio: Sam Samurai (Book 10),Jon Scieszka,Adventure/Humor,P,1,0,TRUE
"The Time Warp Trio: See You Later, Gladiator (Book 9)",Jon Scieszka,Adventure/Humor,P,2,0,TRUE
The Time Warp Trio: Summer Reading Is Killing Me! (Book 7),Jon Scieszka,Adventure/Humor,P,2,0,TRUE
"The Time Warp Trio: The Good, the Bad, and the Goofy (Book 3)",Jon Scieszka,Adventure/Humor,P,3,0,TRUE
"The Time Warp Trio: Tut, Tut (Book 6)",Jon Scieszka,Adventure/Humor,P,2,0,TRUE
The Time Warp Trio: Vilking It And Liking It (Book 12),Jon Scieszka,Adventure/Humor,P,1,0,TRUE
The Time Warp Trio: Your Mother Was a Neanderthal (Book 4),Jon Scieszka,Adventure/Humor,P,1,0,TRUE
The Trumpeter of Krakow,Eric P. Kelly,Historical Fiction,Z,1,0,TRUE
The Twilight Saga: Breaking Dawn (Book 4),Stephenie Meyer,Romance/Fantasy,RST,1,0,TRUE
The Twilight Saga: Eclipse (Book 3),Stephenie Meyer,Romance/Fantasy,RST,1,0,TRUE
The Twilight Saga: New Moon (Book 2),Stephenie Meyer,Romance/Fantasy,RST,1,0,TRUE
The Twits,Roald Dahl,Fantasy/Humor,S,3,0,TRUE
The Uglies Series: Extras (Book 4),Scott Westerfeld,Fantasy/Dystopian,Z,1,0,TRUE
The Uglies Series: Pretties (Book 2),Scott Westerfeld,Fantasy/Dystopian,Z,1,0,TRUE
The Uglies Series: Specials (Book 3),Scott Westerfeld,Fantasy/Dystopian,Z,3,0,TRUE
The Uglies Series: Uglies (Book 1),Scott Westerfeld,Fantasy/Dystopian,Z,1,0,TRUE
The Underland Chronicles: Gregor and the Code of the Claw (Book 5),Suzanne Collins,Fantasy/Mystery,V,2,0,TRUE
The Underland Chronicles: Gregor and the Curse of Warmbloods (Book 3),Suzanne Collins,Fantasy/Mystery,V,1,0,TRUE
The Underland Chronicles: Gregor and the Marks of Secret (Book 4),Suzanne Collins,Fantasy/Mystery,V,1,0,TRUE
The Underland Chronicles: Gregor and the Prophecy of Bane (Book 2),Suzanne Collins,Fantasy/Mystery,V,2,0,TRUE
The Vicar of Nibbleswicke,Roald Dahl,Fantasy/Humor,O,1,0,TRUE
The View from Saturday,E.L. Konigsburg,Realistic Fiction,U,2,0,TRUE
The Walking Dead: Rise of the Governor (Book 1),Robert Kirkman & Jay Bonansinga,Dystopian/Thriller,,2,0,TRUE
The Wanderer,Sharon Creech,Adventure,V,1,0,TRUE
The Watsons Go to Birmingham--1963,Christopher Paul Curtis,Historical Fiction,U,1,0,TRUE
The Westing Game,Ellen Raskin,Mystery,V,2,0,TRUE
The Wheel of the School,Meindert DeJong,Adventure,Y,1,0,TRUE
The Wildwood Chronicles: Under Wildwood,Colin Meloy,Adventure/Fantasy,UVW,1,0,TRUE
The Wind in the Willows,Kenneth Grahame,Classics,Q,1,0,TRUE
The Witch of Blackbird Pond,Elizabeth George Speare,Historical Fiction,W,1,0,TRUE
The Witches,Roald Dahl,Fantasy/Humor,R,4,0,TRUE
The Wright 3,Blue Balliett,Mystery,T,1,0,TRUE
The Year of the Dog,Grace Lin,Realistic Fiction,Q,2,0,TRUE
The Young Black Stallion,Walter Farley & Steven Farley,Adventure,T,1,0,TRUE
The Zodiac Legacy: The Dragon's Return (Book 2),Stan Lee & Stuart Moore,Fantasy,Y,1,0,TRUE
"Then Again, Maybe I Won't",Judy Blume,Realistic Fiction,T,2,0,TRUE
They All Fall Down,Roxanne St. Claire,Mystery/Thriller,,2,0,TRUE
Thirteen Reasons Why,Jay Asher,Realistic Fiction/Mystery,Z,1,0,TRUE
This Side of Wild,Gary Paulson,Realistic Fiction,V,1,0,TRUE
Three Cups of Tea: One Man's Journey to Change the World... One Child at a Time,Greg Mortenson & David Oliver Relin,Biography,Z,1,0,TRUE
Throwing Shadows,E.L. Konigsburg,Short Stories,T,1,0,TRUE
Tiger Eyes,Judy Blume,Realistic Fiction,W,1,0,TRUE
"Timmy Failure, Mistakes Were Made",Stephan Pastic,Mystery/Humor,T,2,0,TRUE
Tomorrow When the War Began,John Marsden,Dystopian,T,1,0,TRUE
Tomorrow's Girls: Behind the Gates (Book 1),Eva Gray,Dystopian,R,1,0,TRUE
Tracker,Gary Paulsen,Adventure,W,1,0,TRUE
Vampire Academy (Book 1),Richelle Mead,Fantasy,OPQ,1,0,TRUE
